,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,r2_score,slope,res_sqsum,i_index,j_index
1,55156.0,55126.0,55128.0,55124.0,55130.0,55127.0,55124.0,55129.0,55127.0,55132.0,55126.0,55126.0,55124.0,55128.0,55125.0,55124.0,55127.0,55123.0,55127.0,55129.0,55125.0,55132.0,55130.0,55126.0,55129.0,55126.0,55129.0,55128.0,55128.0,55125.0,55126.0,55132.0,55127.0,55127.0,55125.0,55126.0,55125.0,55130.0,55127.0,55127.0,55126.0,55128.0,55123.0,55124.0,55127.0,55131.0,55131.0,55121.0,55126.0,55126.0,55124.0,55128.0,55124.0,55125.0,55124.0,55129.0,0.06472524173046579,-0.07194121667805883,1094.121155160633,0.0,0.0
2,55492.0,55463.0,55457.0,55461.0,55456.0,55451.0,55462.0,55467.0,55460.0,55462.0,55463.0,55460.0,55458.0,55458.0,55455.0,55459.0,55467.0,55457.0,55462.0,55459.0,55464.0,55465.0,55463.0,55462.0,55467.0,55462.0,55461.0,55459.0,55467.0,55455.0,55464.0,55461.0,55461.0,55461.0,55458.0,55461.0,55460.0,55463.0,55455.0,55455.0,55461.0,55459.0,55458.0,55465.0,55460.0,55460.0,55459.0,55455.0,55468.0,55465.0,55458.0,55458.0,55460.0,55461.0,55463.0,55464.0,0.018194556190732736,-0.0455570745044429,1638.4754955570547,0.0,1.0
3,55227.0,55202.0,55204.0,55204.0,55205.0,55204.0,55199.0,55205.0,55205.0,55204.0,55204.0,55202.0,55201.0,55202.0,55200.0,55204.0,55206.0,55205.0,55203.0,55203.0,55203.0,55205.0,55205.0,55200.0,55203.0,55204.0,55207.0,55209.0,55202.0,55205.0,55205.0,55206.0,55205.0,55207.0,55201.0,55203.0,55205.0,55203.0,55207.0,55202.0,55205.0,55203.0,55195.0,55207.0,55205.0,55207.0,55203.0,55202.0,55208.0,55206.0,55203.0,55204.0,55202.0,55201.0,55208.0,55207.0,0.006009168899148598,-0.018796992481203003,855.045112781968,0.0,2.0
4,55479.0,55453.0,55452.0,55451.0,55455.0,55453.0,55452.0,55454.0,55452.0,55450.0,55455.0,55454.0,55453.0,55451.0,55449.0,55453.0,55455.0,55452.0,55445.0,55454.0,55451.0,55455.0,55456.0,55461.0,55456.0,55447.0,55452.0,55457.0,55455.0,55456.0,55455.0,55461.0,55456.0,55454.0,55453.0,55455.0,55453.0,55456.0,55457.0,55454.0,55457.0,55453.0,55452.0,55458.0,55459.0,55455.0,55454.0,55453.0,55456.0,55452.0,55451.0,55457.0,55457.0,55456.0,55457.0,55455.0,0.0047084978691807056,0.01866028708133973,1076.8343130553944,0.0,3.0
5,55279.0,55240.0,55240.0,55241.0,55248.0,55241.0,55240.0,55246.0,55246.0,55243.0,55246.0,55241.0,55244.0,55243.0,55238.0,55247.0,55248.0,55239.0,55244.0,55244.0,55243.0,55245.0,55248.0,55243.0,55242.0,55243.0,55247.0,55247.0,55244.0,55249.0,55251.0,55255.0,55243.0,55248.0,55242.0,55245.0,55247.0,55247.0,55243.0,55242.0,55246.0,55247.0,55241.0,55245.0,55248.0,55243.0,55244.0,55240.0,55245.0,55248.0,55242.0,55248.0,55241.0,55245.0,55250.0,55247.0,0.0010425226442548619,-0.011209842788790067,1761.5901572113312,0.0,4.0
6,55286.0,55264.0,55262.0,55257.0,55263.0,55258.0,55256.0,55262.0,55259.0,55257.0,55265.0,55258.0,55262.0,55263.0,55258.0,55263.0,55264.0,55261.0,55262.0,55264.0,55257.0,55267.0,55265.0,55263.0,55261.0,55262.0,55267.0,55268.0,55260.0,55262.0,55264.0,55269.0,55261.0,55267.0,55259.0,55263.0,55263.0,55265.0,55268.0,55262.0,55264.0,55263.0,55263.0,55265.0,55268.0,55266.0,55262.0,55259.0,55263.0,55265.0,55261.0,55264.0,55259.0,55257.0,55265.0,55265.0,0.0016774945606489178,0.011209842788790185,1094.0901572111404,0.0,5.0
7,55661.0,55635.0,55637.0,55635.0,55637.0,55635.0,55629.0,55638.0,55638.0,55639.0,55637.0,55635.0,55633.0,55635.0,55635.0,55634.0,55635.0,55634.0,55636.0,55636.0,55635.0,55641.0,55639.0,55635.0,55634.0,55636.0,55637.0,55637.0,55633.0,55637.0,55640.0,55641.0,55633.0,55638.0,55633.0,55636.0,55635.0,55639.0,55637.0,55637.0,55638.0,55632.0,55633.0,55640.0,55637.0,55637.0,55638.0,55633.0,55636.0,55637.0,55633.0,55638.0,55632.0,55634.0,55638.0,55635.0,0.0282721591023275,-0.04251537935748468,908.9125768967874,0.0,6.0
8,55371.0,55343.0,55346.0,55343.0,55343.0,55341.0,55339.0,55344.0,55344.0,55345.0,55342.0,55345.0,55344.0,55342.0,55342.0,55344.0,55345.0,55340.0,55344.0,55349.0,55344.0,55342.0,55348.0,55339.0,55342.0,55343.0,55344.0,55346.0,55342.0,55340.0,55346.0,55348.0,55341.0,55345.0,55342.0,55343.0,55344.0,55346.0,55347.0,55343.0,55340.0,55343.0,55343.0,55345.0,55345.0,55345.0,55343.0,55343.0,55347.0,55346.0,55345.0,55342.0,55345.0,55341.0,55346.0,55345.0,0.011654009365533846,-0.028263841421736182,991.152187286446,0.0,7.0
9,55460.0,55432.0,55436.0,55432.0,55435.0,55435.0,55432.0,55436.0,55436.0,55433.0,55438.0,55435.0,55432.0,55433.0,55431.0,55432.0,55437.0,55433.0,55434.0,55435.0,55431.0,55436.0,55437.0,55433.0,55432.0,55437.0,55434.0,55438.0,55434.0,55433.0,55435.0,55441.0,55434.0,55437.0,55436.0,55432.0,55438.0,55438.0,55435.0,55438.0,55434.0,55433.0,55438.0,55438.0,55436.0,55437.0,55435.0,55433.0,55436.0,55439.0,55436.0,55441.0,55436.0,55436.0,55435.0,55438.0,0.0033602303689584945,0.01452494873547504,915.467019822342,0.0,8.0
10,55196.0,55167.0,55173.0,55170.0,55170.0,55167.0,55169.0,55171.0,55168.0,55168.0,55169.0,55165.0,55168.0,55169.0,55169.0,55167.0,55173.0,55166.0,55169.0,55171.0,55170.0,55172.0,55175.0,55166.0,55171.0,55169.0,55169.0,55170.0,55171.0,55171.0,55171.0,55174.0,55168.0,55172.0,55171.0,55171.0,55169.0,55168.0,55168.0,55168.0,55169.0,55169.0,55167.0,55170.0,55173.0,55171.0,55171.0,55170.0,55171.0,55169.0,55169.0,55172.0,55170.0,55168.0,55171.0,55175.0,0.00533844546109008,-0.01838687628161313,921.5539302803,0.0,9.0
11,55746.0,55721.0,55722.0,55722.0,55726.0,55721.0,55721.0,55725.0,55722.0,55720.0,55724.0,55722.0,55719.0,55720.0,55722.0,55721.0,55726.0,55722.0,55720.0,55727.0,55719.0,55725.0,55726.0,55723.0,55720.0,55722.0,55721.0,55724.0,55725.0,55722.0,55722.0,55724.0,55723.0,55727.0,55721.0,55724.0,55723.0,55724.0,55725.0,55719.0,55720.0,55721.0,55721.0,55722.0,55728.0,55727.0,55721.0,55723.0,55726.0,55725.0,55723.0,55725.0,55721.0,55723.0,55725.0,55726.0,0.0008780827311258843,-0.007006151742993844,817.1211551606635,0.0,10.0
12,55642.0,55607.0,55609.0,55611.0,55615.0,55609.0,55610.0,55616.0,55611.0,55614.0,55613.0,55613.0,55612.0,55610.0,55611.0,55611.0,55614.0,55605.0,55612.0,55616.0,55609.0,55616.0,55616.0,55611.0,55612.0,55615.0,55610.0,55615.0,55613.0,55612.0,55618.0,55618.0,55608.0,55614.0,55611.0,55612.0,55611.0,55612.0,55615.0,55611.0,55609.0,55611.0,55613.0,55615.0,55613.0,55612.0,55613.0,55609.0,55608.0,55615.0,55610.0,55611.0,55609.0,55611.0,55614.0,55616.0,0.0217958072350819,-0.04384825700615169,1262.4249145591682,0.0,11.0
13,55573.0,55544.0,55545.0,55543.0,55549.0,55549.0,55544.0,55546.0,55548.0,55546.0,55549.0,55543.0,55545.0,55548.0,55544.0,55546.0,55550.0,55549.0,55547.0,55545.0,55542.0,55552.0,55548.0,55545.0,55545.0,55547.0,55544.0,55546.0,55549.0,55545.0,55547.0,55549.0,55545.0,55549.0,55545.0,55549.0,55548.0,55548.0,55548.0,55545.0,55547.0,55545.0,55545.0,55546.0,55548.0,55549.0,55545.0,55542.0,55548.0,55552.0,55546.0,55547.0,55544.0,55546.0,55549.0,55550.0,0.011804597051474297,-0.028024606971975376,961.8670539985401,0.0,12.0
14,55839.0,55816.0,55813.0,55816.0,55817.0,55817.0,55815.0,55819.0,55815.0,55818.0,55820.0,55818.0,55813.0,55819.0,55814.0,55813.0,55819.0,55818.0,55816.0,55821.0,55813.0,55818.0,55823.0,55816.0,55817.0,55816.0,55817.0,55815.0,55818.0,55815.0,55819.0,55821.0,55819.0,55817.0,55815.0,55816.0,55817.0,55820.0,55820.0,55816.0,55820.0,55814.0,55818.0,55823.0,55820.0,55818.0,55816.0,55813.0,55819.0,55818.0,55817.0,55817.0,55814.0,55818.0,55817.0,55819.0,0.004866784952354819,-0.01616541353383454,781.7304511278744,0.0,13.0
15,55572.0,55545.0,55543.0,55545.0,55548.0,55547.0,55548.0,55547.0,55544.0,55547.0,55546.0,55544.0,55545.0,55545.0,55545.0,55546.0,55545.0,55546.0,55544.0,55546.0,55544.0,55548.0,55551.0,55546.0,55545.0,55547.0,55544.0,55546.0,55547.0,55544.0,55550.0,55550.0,55546.0,55547.0,55545.0,55549.0,55544.0,55548.0,55548.0,55545.0,55549.0,55545.0,55547.0,55549.0,55549.0,55549.0,55546.0,55545.0,55549.0,55548.0,55546.0,55545.0,55547.0,55545.0,55548.0,55551.0,0.001202656607368846,-0.008339029391660915,844.9112098427809,0.0,14.0
16,55666.0,55643.0,55642.0,55642.0,55644.0,55642.0,55642.0,55647.0,55645.0,55644.0,55648.0,55644.0,55644.0,55643.0,55642.0,55642.0,55645.0,55643.0,55644.0,55643.0,55643.0,55645.0,55648.0,55645.0,55644.0,55645.0,55644.0,55644.0,55645.0,55642.0,55646.0,55652.0,55642.0,55649.0,55643.0,55640.0,55641.0,55646.0,55644.0,55642.0,55645.0,55643.0,55642.0,55648.0,55647.0,55646.0,55641.0,55643.0,55645.0,55648.0,55645.0,55647.0,55644.0,55645.0,55644.0,55650.0,0.000582850807771873,-0.0055365686944634125,768.9801093641917,0.0,15.0
17,55598.0,55577.0,55577.0,55576.0,55579.0,55573.0,55578.0,55584.0,55580.0,55573.0,55580.0,55577.0,55576.0,55578.0,55576.0,55576.0,55582.0,55579.0,55577.0,55581.0,55573.0,55581.0,55583.0,55578.0,55579.0,55574.0,55581.0,55579.0,55581.0,55576.0,55580.0,55581.0,55579.0,55579.0,55574.0,55577.0,55575.0,55579.0,55580.0,55578.0,55581.0,55578.0,55581.0,55577.0,55572.0,55581.0,55578.0,55575.0,55579.0,55583.0,55578.0,55580.0,55576.0,55579.0,55583.0,55580.0,0.0019387625290189225,-0.010287081339712902,797.0053656868716,0.0,16.0
18,56214.0,56191.0,56191.0,56188.0,56188.0,56187.0,56191.0,56190.0,56189.0,56192.0,56192.0,56192.0,56189.0,56193.0,56184.0,56189.0,56192.0,56187.0,56190.0,56192.0,56194.0,56190.0,56193.0,56187.0,56188.0,56187.0,56188.0,56192.0,56189.0,56187.0,56189.0,56197.0,56188.0,56191.0,56185.0,56190.0,56186.0,56191.0,56191.0,56185.0,56192.0,56191.0,56193.0,56188.0,56189.0,56193.0,56185.0,56188.0,56187.0,56194.0,56186.0,56192.0,56188.0,56186.0,56190.0,56194.0,0.04485573844803392,-0.05533151059466845,953.7627136022214,0.0,17.0
19,55715.0,55685.0,55687.0,55684.0,55687.0,55684.0,55688.0,55691.0,55686.0,55687.0,55688.0,55686.0,55684.0,55685.0,55684.0,55685.0,55693.0,55685.0,55682.0,55691.0,55687.0,55692.0,55689.0,55686.0,55686.0,55686.0,55687.0,55688.0,55688.0,55685.0,55688.0,55691.0,55684.0,55690.0,55687.0,55686.0,55685.0,55687.0,55692.0,55684.0,55683.0,55683.0,55688.0,55686.0,55686.0,55689.0,55686.0,55687.0,55689.0,55692.0,55682.0,55688.0,55684.0,55688.0,55692.0,55689.0,0.013682502936859797,-0.03304853041695141,1151.8603212577195,0.0,18.0
20,55468.0,55434.0,55440.0,55437.0,55442.0,55440.0,55435.0,55440.0,55436.0,55439.0,55439.0,55438.0,55436.0,55439.0,55436.0,55438.0,55441.0,55439.0,55439.0,55438.0,55439.0,55445.0,55441.0,55434.0,55434.0,55440.0,55439.0,55440.0,55443.0,55442.0,55441.0,55448.0,55439.0,55442.0,55439.0,55439.0,55442.0,55440.0,55444.0,55435.0,55442.0,55439.0,55441.0,55440.0,55439.0,55444.0,55437.0,55434.0,55443.0,55441.0,55435.0,55441.0,55437.0,55439.0,55444.0,55442.0,0.0010106995421840237,-0.009432672590567414,1286.626862611063,0.0,19.0
21,56231.0,56208.0,56207.0,56211.0,56213.0,56208.0,56210.0,56210.0,56211.0,56211.0,56213.0,56210.0,56206.0,56210.0,56211.0,56211.0,56212.0,56208.0,56210.0,56214.0,56207.0,56217.0,56214.0,56207.0,56212.0,56213.0,56211.0,56216.0,56213.0,56212.0,56211.0,56215.0,56209.0,56212.0,56212.0,56210.0,56213.0,56211.0,56210.0,56208.0,56213.0,56212.0,56210.0,56215.0,56213.0,56211.0,56211.0,56209.0,56212.0,56217.0,56212.0,56211.0,56209.0,56211.0,56211.0,56212.0,0.0001037560552108463,-0.0022214627477785596,695.7670881749391,0.0,20.0
22,56052.0,56023.0,56025.0,56024.0,56028.0,56025.0,56023.0,56032.0,56023.0,56025.0,56027.0,56029.0,56026.0,56026.0,56025.0,56024.0,56031.0,56026.0,56027.0,56026.0,56026.0,56029.0,56030.0,56025.0,56026.0,56025.0,56025.0,56032.0,56028.0,56024.0,56024.0,56034.0,56026.0,56027.0,56030.0,56025.0,56031.0,56029.0,56030.0,56023.0,56028.0,56030.0,56027.0,56029.0,56029.0,56028.0,56026.0,56024.0,56030.0,56028.0,56024.0,56027.0,56023.0,56025.0,56030.0,56031.0,0.0013423275484882868,-0.009671907040328134,1018.1849965824833,0.0,21.0
23,55521.0,55494.0,55498.0,55496.0,55500.0,55497.0,55499.0,55499.0,55500.0,55498.0,55501.0,55495.0,55498.0,55501.0,55497.0,55497.0,55500.0,55499.0,55496.0,55500.0,55498.0,55501.0,55501.0,55498.0,55499.0,55486.0,55498.0,55500.0,55500.0,55496.0,55501.0,55505.0,55497.0,55504.0,55500.0,55497.0,55500.0,55498.0,55501.0,55499.0,55502.0,55501.0,55499.0,55499.0,55499.0,55503.0,55499.0,55496.0,55499.0,55501.0,55496.0,55499.0,55498.0,55501.0,55500.0,55501.0,0.00013419495025979167,-0.0028708133971291822,898.3794258371915,0.0,22.0
24,55453.0,55424.0,55428.0,55428.0,55432.0,55428.0,55426.0,55431.0,55430.0,55431.0,55431.0,55430.0,55427.0,55428.0,55428.0,55428.0,55430.0,55426.0,55426.0,55429.0,55427.0,55432.0,55430.0,55429.0,55431.0,55426.0,55430.0,55434.0,55432.0,55429.0,55430.0,55436.0,55428.0,55432.0,55428.0,55429.0,55433.0,55431.0,55433.0,55429.0,55433.0,55432.0,55430.0,55430.0,55431.0,55431.0,55429.0,55425.0,55431.0,55430.0,55430.0,55427.0,55427.0,55428.0,55431.0,55435.0,0.0005379329682588807,-0.0056390977443608594,864.3740601502545,0.0,23.0
25,55685.0,55659.0,55661.0,55659.0,55661.0,55658.0,55656.0,55664.0,55659.0,55660.0,55665.0,55663.0,55661.0,55664.0,55662.0,55662.0,55664.0,55659.0,55662.0,55665.0,55655.0,55662.0,55664.0,55659.0,55660.0,55663.0,55663.0,55661.0,55660.0,55660.0,55662.0,55668.0,55660.0,55661.0,55662.0,55662.0,55663.0,55664.0,55665.0,55661.0,55662.0,55661.0,55659.0,55660.0,55662.0,55666.0,55660.0,55660.0,55666.0,55665.0,55661.0,55663.0,55663.0,55661.0,55662.0,55666.0,1.6527049934822458e-05,0.0009911141490088764,869.5392002732756,0.0,24.0
26,55492.0,55465.0,55468.0,55464.0,55468.0,55465.0,55463.0,55469.0,55464.0,55466.0,55468.0,55467.0,55464.0,55468.0,55467.0,55465.0,55468.0,55465.0,55469.0,55470.0,55467.0,55473.0,55472.0,55467.0,55469.0,55468.0,55469.0,55471.0,55469.0,55468.0,55469.0,55474.0,55469.0,55469.0,55469.0,55465.0,55466.0,55472.0,55473.0,55467.0,55473.0,55468.0,55468.0,55470.0,55469.0,55469.0,55467.0,55468.0,55468.0,55469.0,55467.0,55467.0,55467.0,55468.0,55468.0,55473.0,0.0017285726138810409,0.010252904989747076,888.1763499658211,0.0,25.0
27,56063.0,56037.0,56037.0,56037.0,56042.0,56038.0,56036.0,56036.0,56036.0,56040.0,56042.0,56041.0,56039.0,56039.0,56037.0,56040.0,56045.0,56040.0,56040.0,56041.0,56039.0,56043.0,56046.0,56034.0,56042.0,56042.0,56043.0,56043.0,56040.0,56040.0,56040.0,56048.0,56039.0,56043.0,56041.0,56040.0,56042.0,56041.0,56039.0,56039.0,56041.0,56039.0,56038.0,56040.0,56039.0,56041.0,56037.0,56036.0,56045.0,56043.0,56041.0,56041.0,56039.0,56041.0,56042.0,56044.0,4.145585694392828e-05,0.001606288448393762,910.5158236499747,0.0,26.0
28,55928.0,55899.0,55903.0,55902.0,55903.0,55901.0,55899.0,55905.0,55902.0,55904.0,55904.0,55903.0,55901.0,55904.0,55900.0,55903.0,55903.0,55900.0,55903.0,55905.0,55903.0,55905.0,55904.0,55901.0,55905.0,55905.0,55899.0,55905.0,55909.0,55903.0,55902.0,55910.0,55902.0,55905.0,55902.0,55901.0,55904.0,55898.0,55906.0,55902.0,55906.0,55904.0,55904.0,55903.0,55908.0,55904.0,55903.0,55901.0,55906.0,55907.0,55899.0,55902.0,55904.0,55904.0,55905.0,55907.0,0.0002983192957789482,-0.0043745727956255274,938.2200273409114,0.0,27.0
29,55532.0,55506.0,55509.0,55509.0,55505.0,55504.0,55507.0,55509.0,55509.0,55510.0,55510.0,55507.0,55505.0,55509.0,55506.0,55510.0,55510.0,55507.0,55509.0,55509.0,55506.0,55513.0,55510.0,55508.0,55508.0,55508.0,55509.0,55508.0,55513.0,55508.0,55513.0,55514.0,55508.0,55511.0,55507.0,55509.0,55510.0,55511.0,55511.0,55509.0,55510.0,55511.0,55508.0,55512.0,55512.0,55512.0,55507.0,55513.0,55512.0,55513.0,55508.0,55512.0,55510.0,55511.0,55510.0,55514.0,0.02246115085175704,0.03516746411483252,787.4599111415428,0.0,28.0
30,55820.0,55793.0,55797.0,55793.0,55797.0,55795.0,55792.0,55796.0,55795.0,55795.0,55794.0,55792.0,55795.0,55796.0,55789.0,55795.0,55796.0,55791.0,55793.0,55799.0,55789.0,55794.0,55796.0,55793.0,55795.0,55794.0,55791.0,55797.0,55795.0,55791.0,55795.0,55800.0,55793.0,55800.0,55796.0,55793.0,55792.0,55799.0,55796.0,55790.0,55793.0,55794.0,55795.0,55797.0,55797.0,55796.0,55792.0,55793.0,55796.0,55795.0,55790.0,55796.0,55793.0,55795.0,55797.0,55800.0,0.011898059038092157,-0.02867395762132594,998.9534176349717,0.0,29.0
31,55887.0,55858.0,55862.0,55862.0,55862.0,55863.0,55860.0,55866.0,55862.0,55862.0,55861.0,55859.0,55859.0,55863.0,55858.0,55861.0,55864.0,55864.0,55862.0,55866.0,55860.0,55865.0,55867.0,55864.0,55862.0,55863.0,55862.0,55865.0,55862.0,55863.0,55863.0,55870.0,55862.0,55866.0,55862.0,55862.0,55862.0,55867.0,55867.0,55862.0,55865.0,55864.0,55861.0,55865.0,55866.0,55864.0,55863.0,55860.0,55862.0,55867.0,55863.0,55866.0,55862.0,55865.0,55863.0,55863.0,0.0005599186586304761,0.0058099794941899865,881.5061517430879,0.0,30.0
32,55458.0,55433.0,55433.0,55432.0,55441.0,55434.0,55431.0,55433.0,55435.0,55437.0,55435.0,55432.0,55437.0,55439.0,55435.0,55435.0,55435.0,55433.0,55432.0,55434.0,55434.0,55435.0,55440.0,55434.0,55437.0,55435.0,55434.0,55438.0,55434.0,55440.0,55435.0,55442.0,55433.0,55435.0,55437.0,55436.0,55436.0,55439.0,55432.0,55440.0,55437.0,55439.0,55432.0,55437.0,55439.0,55438.0,55433.0,55431.0,55437.0,55436.0,55431.0,55438.0,55433.0,55437.0,55437.0,55438.0,0.001115158968637009,-0.008304853041695207,903.8302460696461,0.0,31.0
33,55216.0,55187.0,55191.0,55188.0,55191.0,55191.0,55185.0,55193.0,55189.0,55191.0,55192.0,55188.0,55191.0,55191.0,55187.0,55190.0,55191.0,55188.0,55192.0,55193.0,55191.0,55194.0,55192.0,55193.0,55192.0,55192.0,55190.0,55193.0,55191.0,55192.0,55190.0,55193.0,55189.0,55194.0,55190.0,55188.0,55189.0,55194.0,55192.0,55191.0,55195.0,55193.0,55189.0,55189.0,55192.0,55194.0,55190.0,55190.0,55191.0,55194.0,55187.0,55193.0,55189.0,55193.0,55193.0,55192.0,0.001970244483213257,-0.010833902939166078,869.8363978126396,0.0,32.0
34,56170.0,56141.0,56142.0,56144.0,56145.0,56143.0,56143.0,56147.0,56145.0,56146.0,56147.0,56140.0,56141.0,56145.0,56142.0,56144.0,56142.0,56144.0,56140.0,56147.0,56143.0,56147.0,56143.0,56140.0,56141.0,56142.0,56144.0,56146.0,56146.0,56147.0,56146.0,56147.0,56141.0,56143.0,56144.0,56143.0,56147.0,56147.0,56144.0,56141.0,56142.0,56147.0,56143.0,56147.0,56145.0,56147.0,56144.0,56142.0,56149.0,56148.0,56143.0,56149.0,56143.0,56140.0,56149.0,56147.0,0.00048467132117768763,-0.00577580314422422,1006.4940874915621,0.0,33.0
35,55851.0,55819.0,55822.0,55822.0,55826.0,55825.0,55822.0,55828.0,55823.0,55825.0,55828.0,55824.0,55824.0,55821.0,55820.0,55826.0,55827.0,55825.0,55821.0,55825.0,55823.0,55827.0,55831.0,55823.0,55823.0,55823.0,55824.0,55826.0,55829.0,55827.0,55827.0,55832.0,55823.0,55827.0,55827.0,55823.0,55825.0,55828.0,55827.0,55825.0,55826.0,55828.0,55821.0,55831.0,55829.0,55825.0,55826.0,55824.0,55828.0,55830.0,55824.0,55828.0,55822.0,55824.0,55826.0,55829.0,0.002546137240741375,0.01384142173615862,1098.0363978128573,0.0,34.0
36,55971.0,55949.0,55948.0,55945.0,55947.0,55946.0,55945.0,55949.0,55944.0,55950.0,55949.0,55944.0,55945.0,55947.0,55945.0,55947.0,55945.0,55944.0,55946.0,55950.0,55942.0,55949.0,55949.0,55946.0,55947.0,55945.0,55945.0,55951.0,55949.0,55949.0,55948.0,55951.0,55947.0,55947.0,55947.0,55944.0,55945.0,55948.0,55947.0,55946.0,55952.0,55951.0,55946.0,55951.0,55948.0,55947.0,55950.0,55949.0,55952.0,55951.0,55945.0,55948.0,55948.0,55947.0,55950.0,55951.0,0.0009382752596203137,0.007382091592617923,848.9170198222539,0.0,35.0
37,55639.0,55613.0,55619.0,55611.0,55615.0,55613.0,55608.0,55614.0,55613.0,55614.0,55613.0,55614.0,55610.0,55612.0,55611.0,55612.0,55618.0,55610.0,55612.0,55615.0,55609.0,55616.0,55616.0,55610.0,55609.0,55613.0,55614.0,55612.0,55612.0,55617.0,55614.0,55618.0,55612.0,55615.0,55614.0,55614.0,55614.0,55619.0,55615.0,55615.0,55614.0,55612.0,55615.0,55617.0,55614.0,55615.0,55612.0,55612.0,55615.0,55617.0,55615.0,55617.0,55613.0,55609.0,55617.0,55615.0,0.0014054802221529217,-0.009740259740259754,986.1655844156122,0.0,36.0
38,56131.0,56102.0,56107.0,56110.0,56110.0,56110.0,56092.0,56098.0,56113.0,56110.0,56110.0,56105.0,56106.0,56107.0,56103.0,56106.0,56113.0,56109.0,56111.0,56114.0,56102.0,56109.0,56109.0,56105.0,56111.0,56107.0,56094.0,56111.0,56107.0,56107.0,56109.0,56115.0,56108.0,56113.0,56108.0,56104.0,56107.0,56114.0,56111.0,56110.0,56113.0,56112.0,56096.0,56111.0,56111.0,56110.0,56112.0,56107.0,56111.0,56111.0,56108.0,56111.0,56109.0,56105.0,56110.0,56113.0,0.008836848105936324,0.03260423786739577,1744.3763499655597,0.0,37.0
39,55915.0,55890.0,55884.0,55886.0,55892.0,55890.0,55885.0,55891.0,55890.0,55891.0,55891.0,55888.0,55890.0,55892.0,55887.0,55891.0,55892.0,55893.0,55892.0,55893.0,55888.0,55895.0,55897.0,55887.0,55890.0,55890.0,55891.0,55892.0,55891.0,55891.0,55890.0,55896.0,55891.0,55891.0,55891.0,55888.0,55895.0,55893.0,55895.0,55892.0,55891.0,55891.0,55888.0,55892.0,55890.0,55894.0,55890.0,55891.0,55893.0,55894.0,55888.0,55893.0,55891.0,55889.0,55892.0,55892.0,4.25699855929329e-05,0.0016404647983594993,924.817771701896,0.0,38.0
40,55545.0,55517.0,55520.0,55518.0,55521.0,55517.0,55516.0,55525.0,55518.0,55519.0,55522.0,55518.0,55519.0,55516.0,55517.0,55520.0,55521.0,55519.0,55520.0,55525.0,55513.0,55522.0,55519.0,55519.0,55521.0,55518.0,55519.0,55520.0,55524.0,55523.0,55521.0,55522.0,55519.0,55519.0,55516.0,55520.0,55523.0,55523.0,55519.0,55521.0,55524.0,55521.0,55520.0,55522.0,55519.0,55523.0,55524.0,55520.0,55531.0,55522.0,55518.0,55525.0,55516.0,55521.0,55519.0,55523.0,0.0028164095823040025,0.014422419685577562,1077.4568694463205,0.0,39.0
41,55682.0,55655.0,55661.0,55659.0,55660.0,55662.0,55659.0,55656.0,55656.0,55655.0,55658.0,55661.0,55657.0,55655.0,55660.0,55655.0,55661.0,55660.0,55662.0,55662.0,55661.0,55662.0,55662.0,55663.0,55660.0,55659.0,55660.0,55659.0,55656.0,55657.0,55659.0,55666.0,55659.0,55658.0,55661.0,55657.0,55658.0,55657.0,55659.0,55663.0,55657.0,55659.0,55662.0,55662.0,55656.0,55657.0,55659.0,55653.0,55660.0,55660.0,55659.0,55663.0,55657.0,55656.0,55661.0,55661.0,0.020350413223156782,-0.03506493506493508,865.9402597402454,1.0,0.0
42,55985.0,55964.0,55965.0,55959.0,55965.0,55965.0,55961.0,55962.0,55966.0,55964.0,55960.0,55965.0,55962.0,55959.0,55960.0,55959.0,55961.0,55962.0,55962.0,55959.0,55963.0,55962.0,55959.0,55970.0,55966.0,55964.0,55962.0,55967.0,55962.0,55958.0,55967.0,55969.0,55961.0,55966.0,55964.0,55961.0,55960.0,55963.0,55962.0,55963.0,55965.0,55964.0,55964.0,55966.0,55961.0,55963.0,55964.0,55959.0,55965.0,55964.0,55959.0,55963.0,55961.0,55959.0,55963.0,55967.0,0.020793876270719713,-0.03564593301435408,875.3927887903387,1.0,1.0
43,55223.0,55197.0,55203.0,55203.0,55202.0,55205.0,55202.0,55201.0,55201.0,55195.0,55198.0,55200.0,55201.0,55197.0,55205.0,55203.0,55205.0,55201.0,55205.0,55206.0,55200.0,55204.0,55202.0,55203.0,55199.0,55201.0,55200.0,55202.0,55200.0,55199.0,55203.0,55209.0,55199.0,55198.0,55200.0,55201.0,55201.0,55201.0,55200.0,55201.0,55205.0,55201.0,55199.0,55205.0,55199.0,55203.0,55198.0,55195.0,55200.0,55199.0,55200.0,55204.0,55197.0,55198.0,55203.0,55203.0,0.06213706572452837,-0.06168831168831167,840.308441558425,1.0,2.0
