,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,r2_score,slope,res_sqsum,i_index,j_index
388,54391.0,54404.0,54408.0,54398.0,54404.0,54413.0,54408.0,54409.0,54410.0,54402.0,54405.0,54408.0,54404.0,54410.0,54399.0,54409.0,54412.0,54410.0,54412.0,54410.0,54409.0,54412.0,54414.0,54407.0,54412.0,54396.0,54411.0,54414.0,54409.0,54409.0,54414.0,54410.0,54414.0,54408.0,54398.0,54396.0,54408.0,54409.0,54407.0,54405.0,54401.0,54412.0,54410.0,54414.0,54402.0,54403.0,54405.0,54406.0,54412.0,54406.0,54407.0,54417.0,54404.0,54406.0,54403.0,54416.0,0.02127491543962723,0.0481886534518113,1562.8841421736925,9.0,27.0
389,55382.0,55387.0,55394.0,55389.0,55394.0,55394.0,55386.0,55392.0,55396.0,55389.0,55389.0,55388.0,55381.0,55391.0,55400.0,55394.0,55393.0,55393.0,55392.0,55385.0,55396.0,55397.0,55391.0,55394.0,55389.0,55391.0,55387.0,55396.0,55385.0,55383.0,55399.0,55404.0,55388.0,55389.0,55387.0,55380.0,55397.0,55388.0,55389.0,55391.0,55389.0,55396.0,55384.0,55384.0,55397.0,55398.0,55386.0,55391.0,55395.0,55394.0,55378.0,55391.0,55401.0,55396.0,55389.0,55397.0,0.007620223579636876,0.029528366370471633,1661.2437457276878,9.0,28.0
390,54795.0,54788.0,54796.0,54796.0,54795.0,54802.0,54793.0,54802.0,54798.0,54798.0,54792.0,54796.0,54790.0,54790.0,54795.0,54790.0,54793.0,54788.0,54797.0,54799.0,54791.0,54792.0,54784.0,54794.0,54793.0,54795.0,54795.0,54801.0,54803.0,54790.0,54800.0,54798.0,54801.0,54797.0,54795.0,54786.0,54797.0,54792.0,54800.0,54792.0,54788.0,54800.0,54794.0,54803.0,54793.0,54804.0,54796.0,54792.0,54808.0,54797.0,54796.0,54795.0,54800.0,54793.0,54809.0,54796.0,0.06320341741016311,0.07836637047163361,1331.7065276826634,9.0,29.0
391,54924.0,54921.0,54924.0,54922.0,54914.0,54924.0,54926.0,54923.0,54919.0,54920.0,54911.0,54929.0,54922.0,54921.0,54918.0,54917.0,54924.0,54923.0,54928.0,54918.0,54922.0,54917.0,54915.0,54928.0,54929.0,54917.0,54925.0,54923.0,54917.0,54919.0,54920.0,54923.0,54909.0,54914.0,54917.0,54920.0,54923.0,54921.0,54910.0,54921.0,54921.0,54926.0,54918.0,54921.0,54921.0,54935.0,54916.0,54921.0,54921.0,54905.0,54921.0,54919.0,54921.0,54921.0,54920.0,54930.0,0.006463141851368315,-0.025939849624060155,1513.2808270676346,9.0,30.0
392,55360.0,55366.0,55351.0,55348.0,55352.0,55360.0,55359.0,55364.0,55363.0,55361.0,55365.0,55362.0,55365.0,55357.0,55360.0,55364.0,55363.0,55367.0,55366.0,55354.0,55359.0,55360.0,55367.0,55359.0,55365.0,55365.0,55367.0,55363.0,55367.0,55357.0,55360.0,55364.0,55354.0,55363.0,55359.0,55363.0,55364.0,55365.0,55365.0,55362.0,55365.0,55363.0,55348.0,55371.0,55360.0,55368.0,55358.0,55363.0,55367.0,55355.0,55366.0,55358.0,55361.0,55365.0,55370.0,55364.0,0.06150044392177756,0.07624743677375256,1297.9281271355374,9.0,31.0
393,55021.0,55014.0,55028.0,55029.0,55027.0,55023.0,55020.0,55033.0,55021.0,55029.0,55015.0,55026.0,55021.0,55019.0,55015.0,55027.0,55030.0,55025.0,55028.0,55012.0,55024.0,55033.0,55027.0,55024.0,55015.0,55023.0,55025.0,55019.0,55022.0,55021.0,55029.0,55034.0,55031.0,55018.0,55030.0,55028.0,55021.0,55022.0,55027.0,55012.0,55024.0,55034.0,55029.0,55026.0,55024.0,55030.0,55019.0,55026.0,55033.0,55030.0,55030.0,55032.0,55023.0,55022.0,55021.0,55037.0,0.061132227339819045,0.08899521531100477,1779.5568010936117,9.0,32.0
394,54450.0,54453.0,54451.0,54453.0,54449.0,54449.0,54457.0,54458.0,54449.0,54447.0,54456.0,54451.0,54456.0,54454.0,54451.0,54448.0,54454.0,54457.0,54455.0,54456.0,54457.0,54460.0,54461.0,54457.0,54454.0,54449.0,54445.0,54458.0,54452.0,54449.0,54461.0,54453.0,54457.0,54454.0,54454.0,54448.0,54449.0,54455.0,54454.0,54453.0,54455.0,54460.0,54454.0,54452.0,54454.0,54460.0,54457.0,54464.0,54466.0,54454.0,54453.0,54458.0,54456.0,54449.0,54447.0,54462.0,0.07697809003143807,0.07658920027341082,1029.0210868079873,9.0,33.0
395,54806.0,54788.0,54801.0,54798.0,54795.0,54803.0,54794.0,54794.0,54796.0,54810.0,54795.0,54788.0,54798.0,54796.0,54803.0,54797.0,54792.0,54792.0,54791.0,54801.0,54797.0,54806.0,54796.0,54803.0,54796.0,54792.0,54802.0,54798.0,54797.0,54811.0,54799.0,54797.0,54801.0,54797.0,54804.0,54806.0,54812.0,54802.0,54807.0,54801.0,54788.0,54798.0,54785.0,54798.0,54796.0,54796.0,54795.0,54801.0,54801.0,54786.0,54805.0,54800.0,54800.0,54797.0,54797.0,54800.0,0.003890674541171979,0.022453861927546132,1888.4631920712034,9.0,34.0
396,54513.0,54507.0,54506.0,54500.0,54495.0,54514.0,54506.0,54513.0,54502.0,54515.0,54507.0,54515.0,54515.0,54506.0,54507.0,54516.0,54508.0,54505.0,54509.0,54517.0,54512.0,54511.0,54499.0,54504.0,54504.0,54506.0,54501.0,54505.0,54514.0,54512.0,54516.0,54508.0,54507.0,54512.0,54512.0,54509.0,54511.0,54491.0,54516.0,54498.0,54510.0,54510.0,54510.0,54507.0,54511.0,54515.0,54505.0,54509.0,54508.0,54512.0,54499.0,54506.0,54505.0,54506.0,54508.0,54509.0,0.0013334285753657804,-0.012371838687628152,1677.1178400546125,9.0,35.0
397,54577.0,54561.0,54570.0,54568.0,54567.0,54575.0,54563.0,54575.0,54583.0,54568.0,54578.0,54571.0,54579.0,54563.0,54580.0,54575.0,54574.0,54570.0,54576.0,54580.0,54575.0,54573.0,54581.0,54576.0,54558.0,54572.0,54579.0,54583.0,54572.0,54562.0,54574.0,54585.0,54576.0,54576.0,54569.0,54568.0,54563.0,54571.0,54584.0,54573.0,54578.0,54574.0,54577.0,54576.0,54580.0,54577.0,54571.0,54576.0,54569.0,54567.0,54561.0,54575.0,54579.0,54572.0,54585.0,54578.0,0.023924837502023233,0.06076555023923447,2203.9079972659674,9.0,36.0
398,54647.0,54648.0,54655.0,54651.0,54656.0,54651.0,54652.0,54648.0,54648.0,54645.0,54658.0,54655.0,54657.0,54659.0,54647.0,54655.0,54662.0,54655.0,54659.0,54657.0,54652.0,54647.0,54654.0,54661.0,54665.0,54656.0,54662.0,54665.0,54656.0,54654.0,54658.0,54650.0,54652.0,54660.0,54656.0,54660.0,54635.0,54654.0,54656.0,54664.0,54656.0,54649.0,54650.0,54660.0,54658.0,54668.0,54662.0,54655.0,54636.0,54665.0,54663.0,54648.0,54662.0,54655.0,54649.0,54657.0,0.038070032835277545,0.07952836637047161,2338.022317156385,9.0,37.0
399,54662.0,54658.0,54665.0,54655.0,54658.0,54661.0,54656.0,54654.0,54665.0,54658.0,54672.0,54664.0,54667.0,54662.0,54663.0,54653.0,54663.0,54664.0,54671.0,54658.0,54660.0,54662.0,54653.0,54668.0,54662.0,54655.0,54660.0,54667.0,54665.0,54660.0,54660.0,54658.0,54666.0,54665.0,54660.0,54669.0,54662.0,54663.0,54648.0,54651.0,54664.0,54663.0,54665.0,54669.0,54661.0,54665.0,54650.0,54660.0,54649.0,54669.0,54665.0,54673.0,54655.0,54662.0,54666.0,54675.0,0.015607610381967008,0.04565960355434041,1923.713670539983,9.0,38.0
400,54629.0,54622.0,54618.0,54630.0,54628.0,54618.0,54612.0,54637.0,54628.0,54645.0,54625.0,54633.0,54626.0,54624.0,54629.0,54630.0,54636.0,54618.0,54626.0,54637.0,54639.0,54630.0,54630.0,54622.0,54626.0,54630.0,54638.0,54625.0,54629.0,54634.0,54621.0,54639.0,54626.0,54631.0,54626.0,54616.0,54623.0,54645.0,54631.0,54625.0,54626.0,54624.0,54625.0,54628.0,54625.0,54636.0,54624.0,54636.0,54624.0,54645.0,54620.0,54628.0,54623.0,54641.0,54621.0,54624.0,0.003890532724914353,0.02805878332194122,2949.035440875067,9.0,39.0
401,55991.0,55987.0,55988.0,55994.0,55988.0,55990.0,55985.0,55991.0,55993.0,55992.0,55990.0,55992.0,55989.0,55989.0,55992.0,55990.0,55995.0,55992.0,55994.0,55994.0,55991.0,55997.0,55996.0,55991.0,55992.0,55989.0,55991.0,55993.0,55991.0,55991.0,55993.0,55993.0,55992.0,55993.0,55991.0,55992.0,55996.0,55992.0,55993.0,55991.0,55993.0,55993.0,55991.0,55992.0,55994.0,55995.0,55992.0,55991.0,55991.0,55992.0,55992.0,55991.0,55993.0,55992.0,55997.0,55994.0,0.164523947745722,0.056766917293233084,239.40864661650716,10.0,0.0
402,56062.0,56059.0,56059.0,56063.0,56057.0,56062.0,56054.0,56062.0,56061.0,56060.0,56062.0,56060.0,56062.0,56064.0,56062.0,56061.0,56062.0,56061.0,56064.0,56060.0,56058.0,56060.0,56060.0,56057.0,56064.0,56054.0,56057.0,56062.0,56061.0,56060.0,56063.0,56062.0,56063.0,56064.0,56061.0,56058.0,56065.0,56060.0,56059.0,56061.0,56063.0,56060.0,56058.0,56065.0,56066.0,56063.0,56056.0,56057.0,56067.0,56060.0,56061.0,56061.0,56061.0,56054.0,56064.0,56060.0,0.0045612663460317115,0.011825017088174983,446.4542720438048,10.0,1.0
403,55779.0,55784.0,55780.0,55786.0,55782.0,55785.0,55778.0,55783.0,55784.0,55784.0,55788.0,55783.0,55781.0,55786.0,55782.0,55783.0,55784.0,55785.0,55786.0,55785.0,55778.0,55785.0,55784.0,55786.0,55781.0,55781.0,55779.0,55780.0,55783.0,55782.0,55785.0,55783.0,55784.0,55781.0,55784.0,55782.0,55784.0,55781.0,55784.0,55784.0,55783.0,55784.0,55781.0,55786.0,55783.0,55785.0,55783.0,55779.0,55784.0,55784.0,55784.0,55783.0,55784.0,55784.0,55782.0,55786.0,0.006727633492990215,0.011004784688995212,261.58537252223897,10.0,2.0
404,55724.0,55721.0,55725.0,55725.0,55724.0,55728.0,55724.0,55724.0,55723.0,55725.0,55726.0,55725.0,55722.0,55725.0,55723.0,55723.0,55722.0,55725.0,55727.0,55725.0,55723.0,55726.0,55725.0,55725.0,55724.0,55726.0,55721.0,55726.0,55723.0,55722.0,55728.0,55727.0,55725.0,55726.0,55722.0,55727.0,55727.0,55725.0,55724.0,55724.0,55721.0,55727.0,55724.0,55725.0,55723.0,55726.0,55724.0,55720.0,55728.0,55724.0,55723.0,55725.0,55726.0,55726.0,55725.0,55729.0,0.024332861557513685,0.018660287081339714,204.26288448392336,10.0,3.0
405,54588.0,54593.0,54595.0,54601.0,54603.0,54604.0,54595.0,54605.0,54591.0,54588.0,54591.0,54597.0,54588.0,54605.0,54607.0,54605.0,54595.0,54597.0,54611.0,54599.0,54601.0,54606.0,54612.0,54613.0,54601.0,54595.0,54605.0,54604.0,54592.0,54600.0,54598.0,54611.0,54595.0,54599.0,54601.0,54606.0,54606.0,54607.0,54605.0,54601.0,54605.0,54603.0,54594.0,54598.0,54605.0,54604.0,54605.0,54599.0,54604.0,54600.0,54594.0,54605.0,54605.0,54610.0,54602.0,54607.0,0.1256714496426241,0.1352016404647984,1860.571155160496,10.0,4.0
406,54654.0,54656.0,54651.0,54649.0,54648.0,54642.0,54647.0,54656.0,54646.0,54656.0,54654.0,54648.0,54641.0,54639.0,54648.0,54655.0,54645.0,54644.0,54654.0,54655.0,54644.0,54650.0,54644.0,54642.0,54646.0,54656.0,54643.0,54661.0,54660.0,54650.0,54648.0,54662.0,54661.0,54647.0,54653.0,54652.0,54655.0,54642.0,54657.0,54651.0,54656.0,54653.0,54646.0,54650.0,54650.0,54641.0,54665.0,54654.0,54656.0,54653.0,54651.0,54647.0,54655.0,54651.0,54647.0,54651.0,0.02914349320791232,0.061654135338345864,1852.60225563933,10.0,5.0
407,54173.0,54177.0,54180.0,54183.0,54179.0,54181.0,54181.0,54186.0,54188.0,54181.0,54184.0,54174.0,54180.0,54182.0,54185.0,54186.0,54187.0,54183.0,54184.0,54183.0,54187.0,54175.0,54180.0,54181.0,54180.0,54184.0,54180.0,54179.0,54169.0,54177.0,54184.0,54181.0,54185.0,54181.0,54180.0,54170.0,54183.0,54182.0,54183.0,54178.0,54179.0,54182.0,54178.0,54178.0,54178.0,54188.0,54177.0,54180.0,54175.0,54179.0,54186.0,54186.0,54182.0,54179.0,54176.0,54178.0,0.014016529383190646,-0.0301777170198223,937.2301093643459,10.0,6.0
408,55320.0,55325.0,55317.0,55320.0,55319.0,55323.0,55314.0,55331.0,55323.0,55328.0,55337.0,55323.0,55319.0,55325.0,55318.0,55322.0,55327.0,55323.0,55319.0,55327.0,55316.0,55321.0,55316.0,55330.0,55325.0,55327.0,55320.0,55328.0,55315.0,55321.0,55325.0,55336.0,55319.0,55321.0,55322.0,55319.0,55320.0,55318.0,55319.0,55324.0,55309.0,55309.0,55317.0,55322.0,55325.0,55322.0,55319.0,55321.0,55318.0,55329.0,55327.0,55322.0,55330.0,55329.0,55322.0,55323.0,0.000676875573024871,-0.008749145591250847,1653.3801093644304,10.0,7.0
409,54492.0,54503.0,54507.0,54500.0,54497.0,54497.0,54499.0,54500.0,54509.0,54501.0,54500.0,54506.0,54501.0,54516.0,54507.0,54503.0,54507.0,54504.0,54513.0,54514.0,54495.0,54507.0,54506.0,54514.0,54515.0,54501.0,54501.0,54505.0,54505.0,54505.0,54508.0,54501.0,54508.0,54495.0,54493.0,54501.0,54493.0,54497.0,54499.0,54507.0,54503.0,54499.0,54499.0,54507.0,54517.0,54504.0,54497.0,54496.0,54508.0,54499.0,54499.0,54484.0,54496.0,54496.0,54496.0,54501.0,0.048197976077835714,-0.08834586466165416,2254.9379699245974,10.0,8.0
410,55047.0,55043.0,55056.0,55047.0,55050.0,55062.0,55054.0,55060.0,55053.0,55057.0,55064.0,55054.0,55053.0,55051.0,55048.0,55058.0,55051.0,55051.0,55057.0,55061.0,55056.0,55058.0,55054.0,55058.0,55054.0,55054.0,55062.0,55067.0,55055.0,55045.0,55052.0,55062.0,55053.0,55058.0,55057.0,55049.0,55057.0,55047.0,55053.0,55053.0,55061.0,55048.0,55051.0,55051.0,55048.0,55054.0,55045.0,55053.0,55049.0,55059.0,55054.0,55059.0,55060.0,55056.0,55050.0,55055.0,1.1638745306408183e-06,-0.0003417634996582461,1468.2125768970732,10.0,9.0
411,54512.0,54516.0,54525.0,54518.0,54505.0,54517.0,54514.0,54515.0,54516.0,54524.0,54523.0,54518.0,54517.0,54511.0,54511.0,54513.0,54518.0,54519.0,54517.0,54523.0,54518.0,54523.0,54512.0,54517.0,54522.0,54517.0,54514.0,54524.0,54521.0,54516.0,54517.0,54513.0,54517.0,54520.0,54523.0,54518.0,54516.0,54518.0,54509.0,54519.0,54517.0,54520.0,54520.0,54515.0,54516.0,54520.0,54512.0,54508.0,54509.0,54519.0,54521.0,54511.0,54526.0,54510.0,54520.0,54521.0,0.00021365652030225224,0.004135338345864661,1170.7319548871637,10.0,10.0
412,55433.0,55429.0,55439.0,55428.0,55429.0,55442.0,55433.0,55434.0,55438.0,55424.0,55436.0,55437.0,55439.0,55434.0,55427.0,55433.0,55449.0,55437.0,55435.0,55425.0,55433.0,55441.0,55438.0,55435.0,55436.0,55435.0,55437.0,55443.0,55439.0,55432.0,55444.0,55435.0,55440.0,55431.0,55431.0,55427.0,55440.0,55439.0,55429.0,55439.0,55446.0,55449.0,55438.0,55439.0,55443.0,55437.0,55433.0,55432.0,55446.0,55440.0,55434.0,55439.0,55428.0,55438.0,55432.0,55433.0,0.04188430302305024,0.07101845522898155,1687.926110731392,10.0,11.0
413,54674.0,54676.0,54675.0,54683.0,54677.0,54676.0,54674.0,54683.0,54675.0,54686.0,54677.0,54681.0,54678.0,54681.0,54677.0,54676.0,54683.0,54681.0,54683.0,54680.0,54679.0,54690.0,54680.0,54676.0,54688.0,54678.0,54673.0,54675.0,54677.0,54673.0,54676.0,54679.0,54678.0,54678.0,54683.0,54683.0,54672.0,54673.0,54669.0,54672.0,54671.0,54679.0,54679.0,54679.0,54672.0,54673.0,54673.0,54675.0,54675.0,54675.0,54682.0,54675.0,54686.0,54677.0,54678.0,54683.0,0.023138136000154463,-0.041421736158578276,1059.755570744975,10.0,12.0
414,55127.0,55133.0,55126.0,55123.0,55133.0,55140.0,55128.0,55127.0,55139.0,55125.0,55141.0,55134.0,55129.0,55132.0,55124.0,55119.0,55129.0,55126.0,55130.0,55122.0,55123.0,55135.0,55128.0,55119.0,55133.0,55134.0,55132.0,55128.0,55123.0,55124.0,55136.0,55129.0,55127.0,55129.0,55131.0,55130.0,55132.0,55130.0,55121.0,55129.0,55133.0,55131.0,55132.0,55132.0,55143.0,55136.0,55127.0,55133.0,55125.0,55128.0,55126.0,55133.0,55131.0,55132.0,55131.0,55144.0,0.025472834410127154,0.05341763499658238,1597.0934039644749,10.0,13.0
415,53794.0,53790.0,53793.0,53807.0,53795.0,53801.0,53793.0,53798.0,53786.0,53793.0,53797.0,53792.0,53781.0,53780.0,53801.0,53792.0,53792.0,53795.0,53797.0,53799.0,53783.0,53794.0,53794.0,53796.0,53795.0,53786.0,53791.0,53793.0,53785.0,53798.0,53790.0,53800.0,53793.0,53794.0,53794.0,53801.0,53795.0,53786.0,53793.0,53794.0,53789.0,53795.0,53793.0,53795.0,53791.0,53797.0,53791.0,53781.0,53792.0,53791.0,53793.0,53798.0,53794.0,53788.0,53795.0,53795.0,0.007575378406942113,-0.02778537252221463,1479.6873889270069,10.0,14.0
416,55120.0,55121.0,55108.0,55117.0,55121.0,55119.0,55119.0,55127.0,55115.0,55123.0,55118.0,55122.0,55121.0,55120.0,55118.0,55123.0,55123.0,55122.0,55124.0,55128.0,55115.0,55122.0,55122.0,55115.0,55123.0,55127.0,55123.0,55128.0,55120.0,55122.0,55120.0,55121.0,55117.0,55125.0,55120.0,55118.0,55117.0,55120.0,55121.0,55111.0,55119.0,55121.0,55121.0,55127.0,55113.0,55122.0,55124.0,55114.0,55126.0,55123.0,55119.0,55117.0,55124.0,55123.0,55120.0,55125.0,0.01073590382891998,0.02597402597402599,909.4870129869978,10.0,15.0
417,54911.0,54913.0,54921.0,54924.0,54920.0,54932.0,54921.0,54920.0,54912.0,54922.0,54929.0,54921.0,54924.0,54921.0,54917.0,54922.0,54923.0,54923.0,54922.0,54923.0,54914.0,54921.0,54913.0,54920.0,54913.0,54917.0,54922.0,54921.0,54919.0,54920.0,54926.0,54920.0,54925.0,54930.0,54926.0,54923.0,54920.0,54917.0,54911.0,54923.0,54913.0,54919.0,54920.0,54939.0,54932.0,54923.0,54923.0,54920.0,54932.0,54918.0,54919.0,54926.0,54918.0,54924.0,54924.0,54920.0,0.03655097077770797,0.06438824333561176,1598.7748462065922,10.0,16.0
418,54624.0,54614.0,54621.0,54631.0,54629.0,54626.0,54620.0,54613.0,54625.0,54625.0,54635.0,54627.0,54612.0,54626.0,54629.0,54628.0,54617.0,54612.0,54626.0,54625.0,54628.0,54632.0,54631.0,54635.0,54625.0,54623.0,54631.0,54633.0,54624.0,54620.0,54637.0,54641.0,54630.0,54623.0,54620.0,54631.0,54627.0,54630.0,54632.0,54619.0,54617.0,54626.0,54624.0,54624.0,54627.0,54620.0,54626.0,54640.0,54635.0,54632.0,54627.0,54623.0,54620.0,54628.0,54625.0,54619.0,0.02471750787587257,0.06267942583732058,2267.880109364355,10.0,17.0
419,54828.0,54819.0,54817.0,54827.0,54820.0,54827.0,54820.0,54832.0,54818.0,54818.0,54822.0,54819.0,54827.0,54822.0,54821.0,54817.0,54821.0,54824.0,54825.0,54825.0,54833.0,54830.0,54828.0,54823.0,54828.0,54812.0,54823.0,54822.0,54825.0,54820.0,54824.0,54823.0,54835.0,54818.0,54819.0,54818.0,54829.0,54810.0,54817.0,54831.0,54823.0,54820.0,54820.0,54816.0,54824.0,54823.0,54826.0,54822.0,54821.0,54823.0,54824.0,54823.0,54822.0,54822.0,54816.0,54819.0,0.014660631928382628,-0.03653451811346546,1312.4544429255357,10.0,18.0
420,54638.0,54621.0,54640.0,54630.0,54626.0,54631.0,54625.0,54618.0,54631.0,54624.0,54627.0,54638.0,54629.0,54633.0,54632.0,54635.0,54641.0,54622.0,54633.0,54629.0,54619.0,54633.0,54631.0,54642.0,54630.0,54628.0,54627.0,54639.0,54646.0,54633.0,54645.0,54635.0,54639.0,54631.0,54629.0,54628.0,54633.0,54626.0,54631.0,54635.0,54632.0,54641.0,54633.0,54636.0,54637.0,54645.0,54633.0,54629.0,54639.0,54626.0,54642.0,54639.0,54640.0,54631.0,54628.0,54633.0,0.09416714839815266,0.121701982228298,2084.434620642301,10.0,19.0
421,54292.0,54290.0,54304.0,54289.0,54293.0,54298.0,54295.0,54297.0,54296.0,54304.0,54299.0,54294.0,54288.0,54291.0,54299.0,54298.0,54303.0,54289.0,54294.0,54291.0,54282.0,54300.0,54295.0,54297.0,54299.0,54299.0,54282.0,54295.0,54296.0,54297.0,54292.0,54307.0,54289.0,54304.0,54297.0,54297.0,54300.0,54295.0,54302.0,54303.0,54302.0,54304.0,54287.0,54295.0,54296.0,54293.0,54289.0,54302.0,54296.0,54291.0,54293.0,54289.0,54295.0,54304.0,54299.0,54303.0,0.01767710267073186,0.046001367053998626,1720.3982228297377,10.0,20.0
422,55044.0,55049.0,55045.0,55045.0,55051.0,55055.0,55047.0,55051.0,55037.0,55048.0,55054.0,55059.0,55050.0,55057.0,55039.0,55049.0,55047.0,55048.0,55045.0,55046.0,55047.0,55055.0,55058.0,55048.0,55048.0,55037.0,55055.0,55046.0,55049.0,55050.0,55054.0,55057.0,55047.0,55049.0,55055.0,55051.0,55049.0,55041.0,55054.0,55047.0,55050.0,55044.0,55053.0,55049.0,55047.0,55055.0,55057.0,55045.0,55036.0,55047.0,55032.0,55042.0,55048.0,55047.0,55045.0,55041.0,0.027404938297811654,-0.05861244019138757,1783.7219753928548,10.0,21.0
423,54552.0,54553.0,54553.0,54548.0,54557.0,54557.0,54549.0,54554.0,54563.0,54558.0,54552.0,54549.0,54550.0,54554.0,54553.0,54563.0,54561.0,54554.0,54538.0,54554.0,54551.0,54562.0,54556.0,54561.0,54551.0,54558.0,54553.0,54561.0,54553.0,54546.0,54557.0,54554.0,54551.0,54553.0,54558.0,54545.0,54560.0,54553.0,54551.0,54548.0,54560.0,54543.0,54553.0,54551.0,54550.0,54554.0,54548.0,54545.0,54544.0,54556.0,54554.0,54548.0,54563.0,54556.0,54555.0,54543.0,0.030447402459542916,-0.059227614490772386,1634.2328434721658,10.0,22.0
424,55128.0,55122.0,55120.0,55125.0,55120.0,55131.0,55123.0,55132.0,55120.0,55136.0,55122.0,55128.0,55129.0,55123.0,55133.0,55121.0,55121.0,55129.0,55129.0,55134.0,55122.0,55122.0,55125.0,55132.0,55124.0,55125.0,55123.0,55127.0,55132.0,55118.0,55125.0,55129.0,55134.0,55139.0,55134.0,55130.0,55132.0,55119.0,55126.0,55123.0,55121.0,55124.0,55119.0,55129.0,55135.0,55135.0,55137.0,55118.0,55128.0,55125.0,55121.0,55123.0,55129.0,55129.0,55125.0,55133.0,0.015618077767636462,0.041695146958304855,1603.065960355404,10.0,23.0
425,54821.0,54828.0,54817.0,54823.0,54827.0,54816.0,54824.0,54821.0,54821.0,54824.0,54827.0,54818.0,54822.0,54828.0,54820.0,54831.0,54831.0,54818.0,54821.0,54822.0,54818.0,54823.0,54821.0,54823.0,54818.0,54820.0,54822.0,54828.0,54823.0,54826.0,54834.0,54833.0,54825.0,54830.0,54826.0,54820.0,54828.0,54817.0,54825.0,54821.0,54820.0,54822.0,54818.0,54823.0,54814.0,54819.0,54818.0,54817.0,54819.0,54819.0,54836.0,54821.0,54818.0,54819.0,54824.0,54833.0,0.0013809898048479097,-0.011380724538619285,1370.230109364023,10.0,24.0
426,55650.0,55644.0,55645.0,55648.0,55643.0,55649.0,55642.0,55645.0,55641.0,55637.0,55644.0,55650.0,55635.0,55653.0,55634.0,55639.0,55643.0,55636.0,55643.0,55642.0,55639.0,55649.0,55639.0,55638.0,55642.0,55631.0,55645.0,55641.0,55646.0,55646.0,55640.0,55645.0,55639.0,55640.0,55640.0,55636.0,55648.0,55633.0,55644.0,55642.0,55643.0,55648.0,55632.0,55640.0,55653.0,55635.0,55642.0,55636.0,55642.0,55636.0,55644.0,55635.0,55646.0,55653.0,55644.0,55630.0,0.03960370812266378,-0.06784005468215994,1632.7937457279563,10.0,25.0
427,55129.0,55131.0,55135.0,55131.0,55126.0,55147.0,55125.0,55127.0,55147.0,55139.0,55142.0,55142.0,55142.0,55141.0,55131.0,55137.0,55133.0,55135.0,55141.0,55138.0,55130.0,55141.0,55139.0,55145.0,55130.0,55150.0,55141.0,55139.0,55137.0,55133.0,55142.0,55141.0,55149.0,55152.0,55140.0,55140.0,55142.0,55144.0,55137.0,55131.0,55144.0,55134.0,55145.0,55142.0,55143.0,55147.0,55145.0,55142.0,55148.0,55136.0,55140.0,55138.0,55141.0,55141.0,55145.0,55149.0,0.21233211901936033,0.18031442241968554,1764.5448393711283,10.0,26.0
428,54820.0,54814.0,54805.0,54809.0,54821.0,54822.0,54811.0,54821.0,54820.0,54812.0,54818.0,54818.0,54815.0,54819.0,54817.0,54816.0,54819.0,54822.0,54810.0,54824.0,54824.0,54822.0,54821.0,54819.0,54816.0,54814.0,54822.0,54814.0,54818.0,54813.0,54815.0,54823.0,54807.0,54819.0,54818.0,54818.0,54827.0,54819.0,54824.0,54820.0,54820.0,54819.0,54818.0,54822.0,54823.0,54823.0,54815.0,54825.0,54822.0,54828.0,54821.0,54828.0,54815.0,54828.0,54819.0,54822.0,0.19086195756230073,0.13438140806561863,1120.0204374571554,10.0,27.0
429,55497.0,55507.0,55507.0,55498.0,55506.0,55501.0,55509.0,55508.0,55507.0,55512.0,55494.0,55505.0,55499.0,55501.0,55502.0,55496.0,55502.0,55507.0,55504.0,55512.0,55501.0,55510.0,55497.0,55505.0,55507.0,55507.0,55510.0,55512.0,55498.0,55507.0,55502.0,55506.0,55512.0,55507.0,55502.0,55497.0,55494.0,55502.0,55503.0,55498.0,55500.0,55491.0,55499.0,55505.0,55507.0,55507.0,55513.0,55506.0,55508.0,55507.0,55501.0,55504.0,55503.0,55504.0,55496.0,55504.0,0.001904213368433827,-0.013738892686261099,1447.452768284335,10.0,28.0
430,55433.0,55431.0,55432.0,55433.0,55423.0,55433.0,55427.0,55427.0,55434.0,55437.0,55432.0,55430.0,55433.0,55437.0,55428.0,55436.0,55431.0,55430.0,55434.0,55431.0,55438.0,55453.0,55438.0,55435.0,55435.0,55440.0,55442.0,55438.0,55426.0,55430.0,55436.0,55446.0,55433.0,55426.0,55433.0,55428.0,55435.0,55424.0,55438.0,55438.0,55429.0,55435.0,55433.0,55437.0,55431.0,55435.0,55440.0,55432.0,55433.0,55430.0,55434.0,55430.0,55440.0,55431.0,55426.0,55432.0,0.003615221987273709,0.01948051948051948,1530.1623376624011,10.0,29.0
